customer_id,account_balance,credit_score,loan_amount,loan_duration_months,interest_rate,loan_purpose,application_date,approval_status,payment_due_date
661,244584.44,753,167412.95,236,7.29,education,11/27/2024,approved,6/10/2024
662,673732.6,545,339866.14,93,11.73,debt consolidation,1/21/2024,approved,10/9/2025
663,575862.36,357,779798.87,34,29.97,home improvement,10/21/2022,rejected,12/6/2025
664,257272.16,420,191037.35,43,11.28,home improvement,4/25/2024,approved,3/3/2024
665,126239.35,694,225551.75,203,11.4,debt consolidation,2/18/2022,pending,1/8/2025
666,879411.81,312,894837.32,285,4.42,debt consolidation,3/25/2023,rejected,5/14/2025
667,289030.21,441,549291.53,153,7.05,debt consolidation,1/17/2022,approved,12/15/2025
668,902521.15,321,348480.29,33,2.89,debt consolidation,3/10/2023,pending,3/11/2025
669,251168.03,606,468532.77,237,10.02,education,9/23/2024,pending,7/15/2024
670,957318.35,777,904257.0,211,17.15,education,11/10/2023,pending,5/26/2025
671,100222.69,836,398237.21,223,6.33,debt consolidation,2/3/2022,pending,2/12/2025
672,288161.21,465,740543.41,42,29.5,education,8/20/2024,approved,7/17/2024
673,980710.05,379,583071.01,263,29.42,home improvement,4/9/2022,pending,11/17/2024
674,679098.4,516,348219.56,263,10.77,education,11/8/2023,pending,9/3/2025
675,164669.62,326,249150.18,61,23.86,debt consolidation,9/29/2024,approved,6/7/2025
676,973417.19,431,854732.38,114,13.42,education,6/5/2022,pending,6/24/2024
677,917130.74,386,186798.03,107,9.93,debt consolidation,10/28/2022,approved,10/10/2024
678,808369.74,459,911090.19,127,15.03,education,2/1/2022,pending,10/26/2024
679,156927.15,338,201028.91,160,27.66,debt consolidation,1/2/2024,approved,12/28/2025
680,651967.73,398,861597.19,228,18.78,education,10/3/2024,approved,9/29/2024
681,849752.37,727,105813.45,118,3.9,education,6/28/2022,pending,10/30/2024
682,668130.77,607,499722.42,2,13.46,education,10/18/2022,approved,3/11/2025
683,339320.56,756,36809.85,130,8.9,debt consolidation,12/11/2022,approved,6/24/2024
684,83815.45,327,608834.75,287,11.02,debt consolidation,2/25/2022,rejected,11/9/2024
685,409709.14,753,361596.81,316,9.56,education,7/10/2022,rejected,10/7/2025
686,142815.97,844,459596.98,53,18.21,education,2/8/2024,pending,3/10/2025
687,880962.13,604,589329.43,166,25.61,debt consolidation,9/25/2024,approved,12/2/2025
688,275036.35,735,324940.04,157,4.53,home improvement,6/11/2022,approved,9/12/2024
689,67979.55,595,762601.96,173,5.34,education,2/2/2024,approved,3/11/2025
690,634501.49,546,803549.36,63,15.16,education,7/18/2024,pending,10/20/2024
691,651746.21,447,105378.04,158,13.24,debt consolidation,3/20/2022,rejected,3/17/2025
692,447478.1,704,183647.36,314,3.33,home improvement,12/16/2023,pending,8/24/2024
693,310778.65,611,489054.58,21,28.95,home improvement,10/5/2022,pending,4/6/2025
694,866448.85,438,475497.54,354,28.39,home improvement,8/3/2022,approved,10/17/2025
695,864078.01,739,379275.7,136,11.86,home improvement,2/11/2024,rejected,4/22/2024
696,13250.82,321,304342.06,70,16.61,debt consolidation,1/28/2024,pending,12/15/2025
697,295901.56,843,203299.99,92,1.79,debt consolidation,8/8/2022,approved,7/23/2025
698,599231.26,662,575617.88,251,12.3,education,4/7/2024,approved,6/6/2025
699,384254.11,692,617470.2,245,18.54,debt consolidation,6/22/2022,pending,7/23/2025
700,165928.78,364,899441.57,47,12.36,home improvement,8/29/2022,rejected,4/20/2024
701,151615.63,608,788991.56,53,25.78,home improvement,12/29/2023,approved,7/16/2024
702,709627.92,372,907629.98,67,15.71,debt consolidation,2/20/2022,approved,1/5/2024
703,700148.56,685,51953.53,153,2.6,education,1/23/2024,pending,11/25/2024
704,172139.78,662,315605.91,277,16.19,education,6/1/2023,rejected,8/14/2024
705,750013.08,776,410375.91,303,26.38,debt consolidation,1/28/2022,pending,10/2/2024
706,994313.94,692,640659.37,257,26.07,education,3/1/2023,pending,4/8/2025
707,673140.32,610,270061.75,268,29.7,debt consolidation,9/17/2024,pending,3/23/2025
708,183222.14,572,7685.19,43,6.92,home improvement,12/18/2023,approved,11/21/2025
709,462627.55,405,854166.88,67,10.06,debt consolidation,10/22/2024,approved,3/28/2024
710,691005.88,757,185281.72,252,16.04,home improvement,5/14/2024,approved,3/23/2025
711,544687.36,695,712197.8,124,6.29,home improvement,7/13/2024,approved,1/5/2025
712,168882.64,756,569004.99,305,29.65,home improvement,7/11/2022,rejected,5/12/2025
713,287066.96,675,440092.55,360,5.91,debt consolidation,5/11/2024,pending,2/6/2025
714,334270.15,732,202735.11,139,5.05,home improvement,4/2/2022,pending,1/6/2024
715,493038.03,437,115577.71,59,24.36,education,6/22/2022,pending,7/20/2024
716,881301.58,729,111563.15,62,7.49,education,10/24/2022,pending,5/16/2025
717,53127.67,635,836602.88,312,9.61,debt consolidation,3/26/2023,approved,5/21/2024
718,993293.23,844,462109.76,297,28.05,education,6/12/2024,approved,9/1/2024
719,1291.14,491,589132.67,124,21.29,education,2/1/2024,rejected,7/9/2024
720,527049.87,813,165219.55,34,11.14,education,12/2/2023,pending,9/12/2024
721,545207.52,422,393356.58,24,26.45,debt consolidation,1/7/2024,pending,2/27/2025
722,341814.09,611,291537.02,294,24.18,education,6/27/2024,approved,12/12/2025
723,725769.16,509,216260.56,33,24.36,debt consolidation,11/6/2022,approved,1/22/2025
724,231103.68,646,636939.76,29,0.84,debt consolidation,1/9/2024,approved,5/15/2024
725,854574.6,827,94345.93,324,6.07,home improvement,8/30/2023,rejected,5/25/2024
726,33691.92,376,293243.22,170,26.47,education,3/6/2022,pending,3/14/2025
727,4516.14,751,591753.26,122,25.0,home improvement,2/28/2023,pending,7/25/2025
728,633157.75,595,240005.93,188,27.33,home improvement,10/14/2022,pending,10/31/2024
729,420892.06,482,782443.3,354,12.82,debt consolidation,5/20/2023,approved,12/29/2025
730,330777.48,433,331782.45,231,21.22,home improvement,1/6/2024,pending,9/12/2024
731,621006.96,646,702237.24,11,7.94,debt consolidation,8/12/2023,rejected,7/2/2024
732,472531.53,679,494292.03,185,26.95,home improvement,2/15/2024,rejected,1/8/2025
733,906004.13,750,127751.94,46,19.93,education,10/21/2024,approved,11/12/2025
734,21729.1,815,272792.6,94,22.55,home improvement,4/19/2024,pending,10/22/2025
735,92947.46,439,606485.24,193,1.74,home improvement,3/7/2023,rejected,12/13/2025
736,601846.78,575,469272.39,31,2.27,home improvement,3/15/2023,pending,8/12/2025
737,538094.66,718,957591.87,270,8.6,education,2/24/2023,approved,3/10/2024
738,902878.27,636,503226.62,197,4.3,education,1/28/2022,pending,6/30/2024
739,500156.71,694,177588.45,280,2.79,home improvement,8/31/2023,approved,7/22/2025
740,936686.68,307,513422.53,120,25.09,home improvement,7/8/2024,rejected,6/23/2024
741,312304.76,355,561140.22,322,9.23,education,10/31/2022,rejected,6/17/2025
742,460959.08,512,870097.33,284,1.08,home improvement,6/13/2022,rejected,1/19/2024
743,735321.79,748,539648.24,176,10.4,home improvement,2/18/2023,approved,1/12/2024
744,544756.41,405,399060.89,66,1.96,debt consolidation,5/18/2023,rejected,12/19/2025
745,628879.27,509,101868.61,28,10.8,debt consolidation,3/2/2023,pending,7/19/2024
746,79996.88,323,758296.2,18,3.26,debt consolidation,3/20/2024,rejected,4/24/2025
747,715865.94,596,256931.82,305,3.48,education,12/16/2024,rejected,5/7/2025
748,294553.08,644,951953.09,225,15.22,education,10/11/2023,pending,5/31/2024
749,450355.87,462,358161.59,4,0.87,education,5/10/2024,approved,7/18/2024
750,983242.31,439,567942.78,40,14.99,debt consolidation,5/4/2022,rejected,10/2/2024
751,653526.64,461,282149.82,112,8.56,debt consolidation,8/31/2023,approved,1/5/2024
752,394409.68,742,767071.62,160,29.35,debt consolidation,4/23/2022,rejected,9/23/2025
753,610524.38,584,939519.78,4,19.41,debt consolidation,1/7/2023,approved,8/23/2024
754,682896.76,691,867511.15,265,17.8,debt consolidation,4/9/2022,rejected,11/6/2025
755,209603.55,744,112563.9,178,11.35,home improvement,1/29/2024,approved,9/19/2024
756,156745.08,678,316878.95,16,18.37,home improvement,10/24/2024,pending,1/27/2025
757,154958.33,626,955328.34,112,4.97,home improvement,4/10/2022,pending,2/2/2025
758,37815.57,498,478277.72,337,11.65,debt consolidation,12/22/2023,rejected,8/1/2024
759,7525.46,664,654622.79,81,9.75,education,7/25/2023,approved,6/13/2024
760,598785.25,310,899509.37,270,3.13,education,11/18/2024,pending,7/20/2025
761,214870.35,412,592479.7,200,3.65,debt consolidation,5/22/2022,rejected,9/18/2024
762,508452.61,391,936314.16,257,13.37,education,11/16/2022,rejected,12/11/2024
763,851630.91,726,946666.1,39,21.91,debt consolidation,1/22/2022,rejected,7/2/2024
764,829475.45,749,37355.2,181,20.83,debt consolidation,12/31/2023,approved,7/14/2025
765,493908.89,796,222159.44,301,10.81,education,8/21/2022,rejected,9/22/2025
766,577476.07,727,516094.63,255,27.63,home improvement,1/30/2024,rejected,4/15/2025
767,876416.36,842,902388.54,252,6.07,home improvement,5/6/2023,pending,10/27/2024
768,404530.09,379,959914.48,102,28.97,debt consolidation,5/8/2024,pending,12/1/2025
769,758833.99,742,436177.87,218,2.63,home improvement,11/23/2024,pending,2/2/2025
770,193980.7,441,51138.51,321,22.06,home improvement,4/10/2024,pending,1/12/2024
771,96678.02,617,412085.23,138,4.48,home improvement,4/18/2023,rejected,5/8/2025
772,927374.14,818,5826.17,270,3.16,education,8/5/2024,pending,8/15/2024
773,845706.66,807,842666.98,73,8.96,debt consolidation,9/3/2023,pending,7/14/2024
774,373037.14,836,14401.71,28,0.32,education,6/4/2024,rejected,10/5/2024
775,497617.29,829,28583.27,124,2.36,debt consolidation,1/6/2024,pending,5/20/2024
776,149329.71,438,319475.89,266,1.78,home improvement,3/27/2022,pending,4/27/2024
777,302015.03,318,298004.76,222,28.76,home improvement,9/12/2024,approved,5/4/2024
778,920509.84,697,831586.54,266,3.07,home improvement,5/2/2023,approved,5/11/2024
779,693311.15,587,611243.15,224,27.62,education,1/30/2023,approved,8/15/2024
780,263661.54,492,404136.4,132,2.97,home improvement,2/26/2022,rejected,11/29/2025
781,306681.72,404,601959.28,248,16.27,home improvement,4/30/2023,pending,10/31/2024
782,4818.64,334,714252.33,53,28.81,education,8/24/2022,approved,3/29/2025
783,662338.31,417,172638.25,126,22.23,education,1/16/2022,pending,2/22/2024
784,46345.79,368,786400.26,316,29.95,debt consolidation,10/19/2023,rejected,2/6/2025
785,356702.28,592,209677.76,181,13.56,home improvement,3/10/2023,rejected,7/11/2024
786,80157.57,360,213480.19,239,5.87,education,9/9/2024,pending,4/6/2025
787,828367.27,609,8816.89,100,12.97,education,3/24/2023,approved,1/5/2025
788,628289.9,351,355966.02,229,10.92,debt consolidation,9/2/2024,approved,12/12/2024
789,950154.9,560,307862.1,180,27.91,debt consolidation,8/5/2024,pending,5/2/2024
790,657472.02,788,905137.36,202,9.9,debt consolidation,4/7/2022,rejected,5/11/2024
791,793518.77,840,973574.57,184,13.33,debt consolidation,3/10/2024,pending,12/22/2024
792,373051.06,489,483823.9,240,5.42,home improvement,1/23/2024,pending,4/5/2024
793,815947.4,809,764425.33,18,17.95,debt consolidation,7/19/2024,approved,6/8/2025
794,992362.31,425,458544.65,273,9.23,debt consolidation,1/10/2024,pending,3/29/2024
795,838016.32,361,154759.38,165,19.73,debt consolidation,10/27/2023,approved,8/3/2025
796,541110.83,539,864534.9,36,4.92,education,5/24/2023,pending,9/14/2024
797,918429.41,305,436284.64,232,3.32,home improvement,9/14/2022,pending,7/29/2024
798,418425.57,792,510012.7,247,22.19,debt consolidation,7/2/2022,approved,7/4/2024
799,417680.39,677,606430.88,345,15.53,debt consolidation,9/23/2023,rejected,6/17/2024
800,538584.71,308,954478.69,29,3.35,debt consolidation,7/9/2023,approved,2/15/2025
801,668942.15,366,135414.29,84,2.57,home improvement,6/4/2024,rejected,4/7/2024
802,202822.18,568,797243.5,130,20.14,home improvement,11/11/2023,pending,10/18/2025
803,54322.53,843,154780.11,21,16.32,debt consolidation,5/30/2024,rejected,6/15/2025
804,225047.09,582,547105.57,119,28.75,debt consolidation,11/6/2022,rejected,3/25/2025
805,154609.91,707,792939.16,220,9.76,home improvement,7/26/2023,approved,12/18/2025
806,323602.04,585,833010.26,104,25.07,home improvement,7/18/2023,rejected,7/14/2024
807,864546.46,598,214176.84,89,7.79,debt consolidation,8/17/2024,pending,7/27/2025
808,376952.97,666,841562.29,273,28.36,education,1/9/2024,pending,7/30/2024
809,599547.09,388,850890.11,132,19.36,home improvement,4/18/2022,pending,5/8/2025
810,382407.0,301,898329.98,115,8.62,home improvement,11/17/2022,pending,9/30/2024
811,693618.82,381,554544.97,238,2.33,education,9/22/2023,approved,8/17/2025
812,863851.07,334,275552.42,171,21.18,debt consolidation,12/23/2022,approved,8/23/2025
813,38005.24,628,144566.13,248,3.78,home improvement,7/26/2022,pending,12/24/2025
814,579193.58,846,677254.1,254,27.26,debt consolidation,9/27/2023,pending,11/4/2025
815,497887.21,713,695910.87,81,13.47,debt consolidation,2/5/2024,rejected,5/13/2024
816,7172.94,445,5086.54,68,20.35,home improvement,2/10/2022,rejected,2/17/2024
817,98747.42,516,819164.39,25,6.63,education,12/22/2024,rejected,2/27/2024
818,704641.59,344,340564.24,22,14.75,education,12/10/2024,rejected,8/4/2024
819,126321.81,587,50402.43,103,7.08,debt consolidation,5/8/2023,pending,9/30/2025
820,900650.58,798,286767.89,355,26.0,home improvement,4/8/2022,pending,9/5/2024
821,741640.51,524,235529.88,66,3.89,debt consolidation,11/28/2023,approved,6/5/2024
822,251372.38,647,789267.8,265,21.19,debt consolidation,1/29/2022,rejected,3/25/2025
823,694003.17,701,970220.48,39,0.63,debt consolidation,7/28/2023,approved,11/27/2025
824,380905.85,307,911120.18,287,20.98,education,6/29/2023,pending,1/25/2025
825,683790.55,508,614013.99,221,21.68,education,7/2/2022,rejected,7/8/2024
826,813642.74,622,301809.53,244,13.66,education,2/17/2022,rejected,4/21/2025
827,788931.04,767,550641.39,11,22.64,home improvement,4/12/2024,rejected,6/5/2025
828,383832.49,346,486674.34,2,21.24,education,8/2/2022,pending,8/6/2024
829,938298.72,716,472137.39,108,27.03,home improvement,10/2/2022,rejected,6/18/2025
830,865655.04,443,980129.39,346,1.26,education,5/27/2024,pending,12/22/2024
831,848746.68,762,780734.92,93,17.75,education,6/10/2023,pending,6/9/2025
832,177402.13,655,610647.24,117,2.91,debt consolidation,6/21/2024,pending,1/23/2024
833,129878.75,609,192648.55,191,29.28,education,11/6/2022,pending,11/27/2025
834,420301.92,522,274502.45,68,5.59,debt consolidation,6/19/2022,rejected,8/24/2025
835,976113.75,656,746657.52,1,24.74,debt consolidation,8/28/2024,pending,5/24/2024
836,824050.9,322,439950.92,39,18.99,debt consolidation,2/17/2023,approved,8/5/2025
837,941351.95,342,929918.61,309,4.22,home improvement,10/4/2022,pending,6/15/2024
838,490376.0,477,241922.07,239,4.11,debt consolidation,7/19/2022,rejected,11/21/2024
839,917759.27,537,381983.37,258,14.26,home improvement,12/28/2023,rejected,8/4/2024
840,789704.92,801,803543.08,336,21.63,debt consolidation,6/8/2022,pending,5/6/2025
841,368247.02,514,122441.12,34,5.83,education,4/10/2022,rejected,1/11/2024
842,829237.52,453,338661.06,145,14.56,education,3/17/2024,pending,5/3/2024
843,742530.05,300,85108.13,186,13.5,debt consolidation,4/24/2022,rejected,3/17/2024
844,484981.14,743,176565.61,282,14.22,education,3/10/2024,pending,1/11/2025
845,18881.96,846,859965.25,343,4.22,home improvement,12/5/2022,pending,6/27/2025
846,133920.69,729,542246.25,133,19.72,home improvement,7/28/2022,approved,9/24/2025
847,529832.98,373,63486.36,81,10.64,home improvement,6/15/2022,approved,7/13/2025
848,217300.43,763,44077.21,158,8.84,debt consolidation,8/19/2024,rejected,12/16/2024
849,920998.01,705,599937.17,49,0.73,education,11/25/2023,rejected,8/1/2025
850,73669.17,711,650353.45,22,23.35,home improvement,10/20/2022,pending,2/25/2025
851,781638.1,798,993827.39,306,1.5,education,8/12/2022,pending,11/15/2024
852,850276.94,499,404115.55,50,6.23,home improvement,7/14/2022,approved,5/29/2025
853,877623.38,487,847290.71,314,25.97,home improvement,9/7/2023,pending,2/6/2025
854,541383.92,800,528298.14,107,14.22,education,11/6/2024,pending,10/19/2025
855,268814.39,340,614672.74,53,7.36,home improvement,3/16/2022,pending,3/31/2025
856,791526.57,850,113769.65,40,10.95,home improvement,6/17/2023,rejected,6/20/2024
857,264914.88,364,983598.07,102,26.4,education,6/26/2023,pending,3/7/2024
858,888708.47,340,421336.12,24,1.98,home improvement,5/1/2023,pending,1/19/2025
859,904596.24,500,638111.6,251,11.82,home improvement,8/31/2024,pending,6/29/2025
860,478014.82,386,638311.23,300,4.2,education,5/6/2022,rejected,1/5/2025
861,102274.0,606,734360.13,303,18.97,education,9/13/2024,pending,5/10/2024
862,861284.08,594,966755.04,283,18.9,education,8/29/2023,pending,11/24/2025
863,719818.25,618,982584.25,287,14.38,debt consolidation,9/23/2022,pending,7/17/2024
864,132631.35,815,284289.51,226,7.29,debt consolidation,5/6/2024,rejected,7/4/2025
865,691523.98,481,465903.06,65,24.39,education,8/3/2024,pending,2/4/2024
866,100379.38,748,712083.1,161,21.16,education,12/17/2022,pending,1/3/2024
867,83749.84,361,134443.18,131,8.65,home improvement,9/27/2022,rejected,5/19/2024
868,328705.87,453,343654.0,202,11.11,home improvement,1/14/2022,rejected,7/6/2024
869,345434.76,581,360093.07,134,1.62,home improvement,12/21/2022,rejected,6/4/2025
870,372618.85,598,77170.9,32,6.47,debt consolidation,4/24/2022,pending,4/28/2025
871,360151.35,378,632825.74,326,5.83,home improvement,9/4/2022,rejected,6/25/2025
872,451168.92,545,168912.44,285,19.91,education,11/26/2023,approved,8/2/2025
873,396485.49,514,803830.36,23,5.34,education,5/25/2022,rejected,6/12/2024
874,467378.97,793,405364.72,247,14.72,education,1/13/2023,pending,8/12/2024
875,190938.78,532,800362.97,307,13.65,home improvement,12/6/2022,approved,8/20/2025
876,243493.36,459,209308.35,67,21.38,home improvement,1/7/2023,rejected,6/12/2024
877,549713.15,418,496628.28,51,11.17,debt consolidation,3/2/2024,pending,5/20/2025
878,493720.16,447,164781.46,193,12.21,home improvement,5/28/2022,rejected,1/25/2025
879,691278.33,690,362180.66,126,11.28,education,2/20/2022,pending,2/25/2025
880,802754.25,609,729054.24,339,3.65,debt consolidation,3/23/2022,approved,8/17/2025
881,274299.92,732,793845.94,312,19.6,debt consolidation,4/6/2024,rejected,9/18/2025
882,382502.81,347,473637.66,304,2.36,debt consolidation,11/14/2023,rejected,10/17/2024
883,19023.96,850,895463.69,221,24.72,home improvement,4/18/2022,approved,1/28/2025
884,291034.44,317,391291.16,325,10.49,education,4/18/2022,approved,8/9/2024
885,425735.56,645,801039.92,181,15.7,education,7/26/2023,rejected,8/18/2025
886,909819.81,506,269777.1,58,24.73,education,1/5/2024,rejected,6/7/2024
887,364046.28,311,224370.04,13,29.73,debt consolidation,7/14/2023,approved,7/23/2025
888,781592.61,378,399145.74,64,2.78,home improvement,6/1/2024,approved,1/10/2025
889,868422.39,562,773853.18,136,17.3,debt consolidation,6/26/2023,pending,4/30/2024
890,354231.88,674,894721.95,255,4.57,home improvement,8/3/2024,approved,5/25/2025
891,484408.27,774,822793.69,274,18.92,home improvement,8/6/2024,pending,4/14/2024
892,201806.75,343,798808.38,46,0.31,home improvement,3/12/2024,rejected,4/22/2025
893,158219.43,796,742511.13,353,6.04,education,12/2/2022,pending,5/26/2024
894,516424.79,662,448683.05,330,29.02,debt consolidation,2/2/2023,pending,9/8/2025
895,7193.9,502,663529.3,273,7.08,home improvement,2/3/2024,approved,6/22/2025
896,821168.08,737,900479.14,231,20.84,education,4/10/2023,rejected,12/11/2025
897,845067.28,476,462656.53,338,6.76,education,3/30/2023,pending,8/16/2025
898,520702.56,671,486530.86,221,9.86,debt consolidation,6/12/2023,approved,5/11/2025
899,457513.89,562,627635.19,89,19.86,education,5/19/2023,rejected,5/1/2024
900,740958.4,454,768677.4,296,27.07,education,9/16/2024,pending,2/15/2024
901,781972.33,659,777283.66,135,19.28,debt consolidation,6/22/2023,pending,1/21/2025
902,162529.78,825,977742.57,178,5.51,education,12/16/2024,approved,7/30/2025
903,795566.65,678,967266.39,5,28.03,education,9/27/2022,rejected,3/9/2025
904,687106.37,502,426091.91,264,7.01,home improvement,7/3/2024,rejected,12/14/2024
905,473783.73,585,915139.44,3,0.92,home improvement,11/6/2024,rejected,5/21/2025
906,541998.02,769,899100.07,109,0.95,debt consolidation,3/25/2022,pending,10/6/2024
907,753490.83,514,779085.54,129,8.8,home improvement,6/26/2022,pending,5/15/2024
908,740034.49,756,857500.52,48,23.03,home improvement,1/7/2022,rejected,3/4/2025
909,310417.24,736,92979.72,146,11.57,education,9/26/2024,approved,2/10/2024
910,86784.73,800,798710.42,87,26.97,debt consolidation,10/4/2023,pending,7/8/2024
911,870506.72,740,412551.74,249,1.56,education,10/4/2024,pending,1/10/2024
912,364530.96,585,116826.64,299,20.51,home improvement,11/2/2023,rejected,10/16/2024
913,990341.53,358,181190.43,243,12.01,home improvement,4/4/2022,rejected,1/19/2024
914,389050.62,549,320285.49,86,2.38,debt consolidation,10/9/2024,approved,8/7/2025
915,681984.0,300,316604.44,130,19.71,education,7/8/2022,approved,3/13/2024
916,187074.73,560,721835.72,56,22.62,home improvement,2/18/2024,rejected,8/28/2025
917,964896.38,637,708034.73,176,25.53,debt consolidation,7/17/2023,rejected,1/30/2025
918,565250.59,766,482539.18,172,2.26,debt consolidation,7/16/2022,approved,10/27/2024
919,297542.64,488,185548.4,198,11.2,debt consolidation,4/9/2024,pending,11/6/2025
920,763984.72,518,306229.35,61,10.52,debt consolidation,11/11/2023,approved,9/10/2025
921,572384.35,554,229262.83,207,17.22,debt consolidation,2/15/2024,approved,1/16/2024
922,323101.13,803,476342.57,152,3.64,home improvement,7/21/2022,pending,10/1/2025
923,730138.89,601,220594.13,50,6.07,debt consolidation,2/20/2022,pending,11/22/2024
924,792991.86,465,20658.22,101,16.26,education,5/16/2024,approved,12/5/2024
925,788461.84,475,323072.0,324,22.15,education,9/5/2024,rejected,11/24/2024
926,245489.25,319,71346.78,232,22.31,home improvement,7/2/2023,rejected,1/26/2024
927,200061.4,636,939973.22,262,6.48,home improvement,5/17/2023,rejected,1/13/2024
928,325263.3,492,285376.19,275,23.86,education,12/8/2022,pending,4/6/2025
929,540855.95,573,415691.18,20,9.71,home improvement,5/30/2022,rejected,10/22/2024
930,458932.29,804,812276.84,241,0.92,home improvement,7/2/2024,approved,2/29/2024
931,232823.87,601,364103.69,323,21.32,home improvement,7/19/2024,rejected,2/3/2024
932,794538.77,819,658344.3,172,17.59,debt consolidation,5/24/2024,rejected,2/8/2024
933,417174.11,475,904764.77,110,25.31,home improvement,10/31/2023,rejected,5/23/2025
934,685982.73,465,26665.94,22,23.36,debt consolidation,2/8/2023,approved,7/5/2025
935,825360.04,665,598814.14,202,4.39,home improvement,10/14/2023,pending,10/26/2025
936,264722.12,408,773440.47,332,11.8,debt consolidation,3/7/2023,rejected,7/4/2024
937,771717.88,743,323879.77,253,15.78,debt consolidation,11/9/2023,rejected,8/7/2025
938,9753.92,553,403058.13,229,4.12,debt consolidation,11/27/2023,approved,12/20/2025
939,776009.02,690,72829.53,55,22.6,education,9/28/2022,pending,2/9/2024
940,792676.27,317,668939.19,193,28.61,home improvement,6/20/2023,approved,8/11/2025
941,147817.94,386,286889.79,348,4.06,education,4/28/2024,rejected,1/18/2024
942,954717.27,597,748784.64,279,20.58,home improvement,3/28/2023,pending,6/4/2025
943,855599.44,489,271152.21,187,29.31,home improvement,6/3/2022,pending,5/25/2024
944,750389.8,818,592037.85,106,14.78,home improvement,6/5/2022,approved,10/19/2025
945,191913.45,672,807741.32,157,21.4,debt consolidation,5/20/2022,rejected,8/11/2024
946,252248.35,662,470585.95,175,3.19,home improvement,10/5/2022,approved,5/21/2025
947,287052.31,750,838053.01,290,20.99,debt consolidation,12/19/2022,approved,11/22/2025
948,884066.44,682,241485.16,115,13.63,education,7/22/2024,pending,5/4/2025
949,532019.46,471,424808.34,41,29.55,education,9/2/2023,approved,12/12/2024
950,345028.41,824,989964.98,191,27.63,debt consolidation,9/23/2023,pending,5/4/2025
951,875737.03,532,448609.12,241,22.79,education,7/21/2024,rejected,9/20/2025
952,402139.78,339,561290.88,76,3.04,home improvement,12/17/2024,pending,1/1/2025
953,557849.11,506,517412.54,33,28.77,home improvement,6/3/2022,approved,6/3/2025
954,880187.38,760,38273.11,246,16.09,education,4/18/2023,pending,2/18/2025
955,147375.96,597,136220.68,80,22.26,debt consolidation,6/5/2022,approved,8/12/2025
956,497860.66,365,360005.8,318,9.64,education,5/17/2024,rejected,2/2/2025
957,628786.5,496,258161.77,79,6.49,education,9/26/2022,rejected,8/29/2024
958,787334.49,721,378867.0,263,19.4,home improvement,3/19/2022,pending,9/15/2024
959,169831.84,625,998745.98,117,17.7,debt consolidation,6/26/2023,rejected,4/11/2025
960,129030.21,618,772326.42,96,8.24,home improvement,3/27/2022,rejected,10/10/2025
961,524030.67,613,52437.38,343,9.08,education,9/17/2024,approved,1/4/2024
962,882502.59,735,8825.56,165,14.38,debt consolidation,2/20/2022,pending,12/13/2024
963,299439.68,752,951218.82,231,12.63,education,6/14/2023,pending,11/23/2024
964,190856.65,554,22970.3,195,28.85,debt consolidation,5/24/2023,approved,6/12/2025
965,982085.7,694,683380.73,292,26.87,debt consolidation,1/26/2024,pending,7/29/2025
966,960676.41,487,573224.69,310,14.17,home improvement,11/7/2023,approved,9/20/2024
967,126110.29,324,915270.68,311,11.8,home improvement,12/4/2024,rejected,2/7/2025
968,39650.0,565,770642.97,234,19.38,education,4/4/2024,pending,1/30/2024
969,603962.96,503,828681.11,256,3.77,education,6/23/2023,pending,8/31/2024
970,557863.49,840,816942.24,186,5.01,home improvement,8/15/2022,approved,4/17/2024
971,159255.37,460,498473.9,175,18.14,education,2/15/2023,rejected,3/4/2025
972,906327.24,779,826716.04,115,23.96,debt consolidation,1/9/2024,approved,10/25/2024
973,741238.93,321,228711.08,223,28.05,debt consolidation,8/28/2022,rejected,11/21/2024
974,78320.43,389,177514.07,47,7.16,home improvement,9/15/2022,approved,3/2/2025
975,872996.23,322,17421.99,180,11.99,home improvement,6/22/2022,pending,6/5/2024
976,80093.7,536,208816.82,195,22.2,debt consolidation,7/5/2022,pending,5/6/2024
977,991716.53,794,503430.38,193,13.94,home improvement,10/7/2024,approved,9/7/2025
978,497390.03,522,952944.26,258,23.62,debt consolidation,8/13/2024,pending,12/12/2024
979,296213.96,362,374173.72,330,0.25,debt consolidation,2/15/2024,pending,8/24/2025
980,78871.04,423,581435.23,232,17.94,education,6/12/2024,rejected,6/3/2025
981,703468.55,526,91184.55,359,7.17,debt consolidation,9/11/2022,rejected,3/24/2024
982,449970.94,419,967455.44,89,27.84,home improvement,4/17/2023,rejected,3/26/2024
983,496510.55,588,621713.3,158,14.17,education,11/7/2022,pending,11/12/2024
984,720007.44,475,861850.59,159,13.78,home improvement,1/16/2023,pending,6/10/2024
985,101380.71,588,850467.67,55,1.64,education,9/22/2023,pending,9/24/2025
986,227359.57,701,823342.93,287,22.91,education,3/28/2022,pending,3/23/2025
987,535661.35,766,704296.53,67,16.77,education,9/10/2023,approved,5/31/2025
988,548858.37,527,275097.12,62,11.5,debt consolidation,4/21/2024,rejected,3/16/2024
989,787041.39,477,232308.19,212,16.24,debt consolidation,8/2/2023,rejected,11/2/2025
990,237898.4,363,655186.09,253,16.14,education,5/9/2024,rejected,2/14/2025
991,286956.68,639,376419.07,90,17.53,education,7/18/2022,approved,12/30/2025
