Volatility 3 Framework 2.7.0

Offset	Name	Size
0xde013178f3a0	\Windows\System32\WofUtil.dll	216
0xde013178f530	\Windows\System32\winevt\Logs\Microsoft-Windows-SMBServer%4Connectivity.evtx	216
0xde013178f6c0	\Windows\System32\mfmp4srcsnk.dll	216
0xde013178f850	\CMNotify	216
0xde013178f9e0	\ProgramData\Microsoft\Windows Defender\Scans\mpcache-3B2FF19C4B600DB34DFD7205CA6A5383941EB368.bin.80	216
0xde013178fb70	\Windows\System32	216
0xde013178fe90	\Windows\System32\MFCaptureEngine.dll	216
0xde0131790660	\Windows\System32\winevt\Logs\Microsoft-Windows-TaskScheduler%4Maintenance.evtx	216
0xde0131790980	\Windows\System32\LocationFrameworkInternalPS.dll	216
0xde0131790b10	\ProgramData\Microsoft\Windows Defender\Scans\mpcache-3B2FF19C4B600DB34DFD7205CA6A5383941EB368.bin.6C	216
0xde0131790ca0	\Windows\System32\LockAppBroker.dll	216
0xde0131790e30	\Windows\System32\en-US\ESENT.dll.mui	216
0xde0131791150	\Windows\System32\provsvc.dll	216
0xde01317912e0	\Windows\System32\browser_broker.exe	216
0xde0131791600	\ProgramData\Microsoft\Windows Defender\Scans\mpcache-3B2FF19C4B600DB34DFD7205CA6A5383941EB368.bin.87	216
0xde0131791920	\Windows\System32\AdaptiveCards.dll	216
0xde0131791ab0	\Windows\System32\NetworkStatus.dll	216
0xde0131791c40	\Windows\ShellExperiences\NetworkUX.dll	216
0xde01317920f0	\Windows\System32\networkexplorer.dll	216
0xde0131792280	\ProgramData\Microsoft\Windows Defender\Scans\mpcache-3B2FF19C4B600DB34DFD7205CA6A5383941EB368.bin.A0	216
0xde0131792410	\ProgramData\Microsoft\Windows Defender\Scans\mpcache-3B2FF19C4B600DB34DFD7205CA6A5383941EB368.bin.67	216
0xde01317925a0	\Windows\System32\LockController.dll	216
0xde0131792730	\Windows\ShellExperiences\JumpViewUI.dll	216
0xde0131792d70	\ProgramData\Microsoft\Diagnosis\EventStore.db-wal	216
0xde0131793090	\Program Files\Common Files\microsoft shared\ink\tabskb.dll	216
0xde0131793220	\Windows\System32\en-US\vsstrace.dll.mui	216
0xde01317933b0	\$Directory	216
0xde0131793540	\Windows\System32\winevt\Logs\Microsoft-Windows-UniversalTelemetryClient%4Operational.evtx	216
0xde01317936d0	\ProgramData\Microsoft\Diagnosis\ScenariosSqlStore\EventStore.db	216
0xde0131793860	\ProgramData\Microsoft\Diagnosis\ScenariosSqlStore\EventStore.db-wal	216
0xde01317939f0	\Program Files\Common Files\microsoft shared\ink\tipskins.dll	216
0xde0131793ea0	\ProgramData\Microsoft\Diagnosis\ScenariosSqlStore\EventStore.db-shm	216
0xde0131794350	\Windows\System32\energyprov.dll	216
0xde01317944e0	\Windows\System32\en-US\ESENT.dll.mui	216
0xde0131794670	\Program Files\Common Files\microsoft shared\ink\tiptsf.dll	216
0xde0131794b20	\Program Files\Common Files\microsoft shared\ink\InkObj.dll	216
0xde0131794e40	\$Directory	216
0xde0131795160	\Windows\System32\SleepStudy\ScreenOn\ScreenOnPowerStudyTraceSession-2024-03-26-15-56-50.etl	216
0xde0131795480	\ProgramData\Microsoft\Windows Defender\Definition Updates\Updates	216
0xde0131795930	\Program Files\Common Files\microsoft shared\ink\TabTip.exe	216
0xde0131795ac0	\ProgramData\Microsoft\Diagnosis\EventStore.db-shm	216
0xde0131795c50	\Windows\Panther\UnattendGC\diagerr.xml	216
0xde0131795de0	\Windows\System32\ReAgent.dll	216
0xde0131796100	\Windows\System32\SessEnv.dll	216
0xde0131796420	\Windows\System32\en-US\KernelBase.dll.mui	216
0xde0131796740	\CMNotify	216
0xde0131796a60	\ProgramData\Microsoft\Search\Data\Applications\Windows\edbtmp.jtx	216
0xde0131796bf0	\Windows\System32\ulib.dll	216
0xde0131796d80	\Windows\System32\scrrun.dll	216
0xde01317970a0	\$Directory	216
0xde0131797230	\Windows\System32\winevt\Logs\Microsoft-Windows-Windows Firewall With Advanced Security%4FirewallDiagnostics.evtx	216
0xde01317973c0	\Windows\System32\eeprov.dll	216
0xde01317976e0	\Windows\System32\scrobj.dll	216
0xde0131797870	\$Directory	216
0xde0131797a00	\CMApi	216
0xde0131797b90	\Windows\System32\VAN.dll	216
0xde0131797d20	\Windows\System32\en-US\KernelBase.dll.mui	216
0xde01317981d0	\Windows\System32\rasplap.dll	216
0xde0131798360	\Windows\System32\SearchFilterHost.exe	216
0xde01317984f0	\Windows\System32	216
0xde0131798680	\Windows\System32\RMapi.dll	216
0xde0131798810	\Windows\System32\pnrpnsp.dll	216
0xde01317989a0	\Windows\System32\umrdp.dll	216
0xde0131798b30	\Windows\System32\winevt\Logs\Microsoft-Windows-Windows Firewall With Advanced Security%4ConnectionSecurity.evtx	216
0xde0131799170	\ProgramData\Microsoft\Windows Defender\Scans\mpcache-3B2FF19C4B600DB34DFD7205CA6A5383941EB368.bin.83	216
0xde0131799300	\Windows\System32\termsrv.dll	216
0xde0131799ad0	\Windows\System32\sensrsvc.dll	216
0xde0131799df0	\Windows\System32\wpnsruprov.dll	216
0xde013179a110	\ProgramData\Microsoft\Search\Data\Applications\Windows\Windows.edb	216
0xde013179a2a0	\Windows\System32\wscapi.dll	216
0xde013179a5c0	\ProgramData\Microsoft\Search\Data\Applications\Windows\Windows.jfm	216
0xde013179a750	\ProgramData\Microsoft\Windows Defender\Scans\mpcache-3B2FF19C4B600DB34DFD7205CA6A5383941EB368.bin.7C	216
0xde013179a8e0	\Windows\System32\seclogon.dll	216
0xde013179ad90	\Windows\System32\vfuprov.dll	216
0xde013179b0e0	넸ㅹ�￿넸ㅹ�￿	0
0xde013179b240	\$ConvertToNonresident	216
0xde013179b3d0	\Windows\System32\nduprov.dll	216
0xde013179b560	\Windows\System32\wwapi.dll	216
0xde013179ba10	\ProgramData\Microsoft\Windows Defender\Scans\mpcache-3B2FF19C4B600DB34DFD7205CA6A5383941EB368.bin.79	216
0xde013179bd30	\Windows\System32\appsruprov.dll	216
0xde013179bec0	\ProgramData\Microsoft\Search\Data\Applications\Windows\Windows.edb	216
0xde013179c1e0	\Windows\System32\VaultRoaming.dll	216
0xde013179c370	\Users\hcsc\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\Settings\settings.dat	216
0xde013179c690	\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db	216
0xde013179c820	\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-wal	216
0xde013179c9b0	\Windows\System32\en-US\AppXDeploymentServer.dll.mui	216
0xde013179cb40	\CMNotify	216
0xde013179ccd0	\ProgramData\Microsoft\Diagnosis\Sideload	216
0xde013179ce60	\CMNotify	216
0xde013179d180	\ProgramData\Microsoft\Windows Defender\Scans\mpcache-3B2FF19C4B600DB34DFD7205CA6A5383941EB368.bin.5B	216
0xde013179d310	\Windows\System32\wiatrace.dll	216
0xde013179d4a0	\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-shm	216
0xde013179d630	\CMNotify	216
0xde013179d7c0	\ProgramData\Microsoft\Windows Defender\IMpService77BDAF73-B396-481F-9042-AD358843EC24.lock	216
0xde013179d950	\$Directory	216
0xde013179dae0	\Windows\System32\rdpcorets.dll	216
0xde013179e2b0	\Windows\System32\sxshared.dll	216
0xde013179e440	\Windows\System32\SensorsApi.dll	216
0xde013179e8f0	\Windows\System32\unenrollhook.dll	216
0xde013179eda0	\Windows\System32\UIRibbon.dll	216
0xde013179f0c0	\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db	216
0xde013179f250	\Windows\System32\SpeechPal.dll	216
0xde013179f3e0	\Windows\System32\SystemSettingsBroker.exe	216
0xde013179f700	\Windows\SystemResources\Windows.UI.ShellCommon\StartUI\Assets\Fonts\BitMDL2.ttf	216
0xde013179f890	\Windows\SysWOW64\mf.dll	216
0xde013179fa20	\Windows\System32\SettingMonitor.dll	216
0xde01317a0380	\Windows\System32\SensorsClassExtension.dll	216
0xde01317a0510	\Windows\System32\PortableDeviceClassExtension.dll	216
0xde01317a06a0	\$Directory	216
0xde01317a0830	\Windows\System32\Windows.ApplicationModel.LockScreen.dll	216
0xde01317a09c0	\Windows\System32\Windows.Graphics.Printing.dll	216
0xde01317a0b50	\Windows\SystemResources\Windows.UI.ShellCommon\Windows.UI.ShellCommon.pri	216
0xde01317a0ce0	\Windows\System32\en-US\sysmain.dll.mui	216
0xde01317a1190	\Windows\System32\wbem\wbemdisp.dll	216
0xde01317a1320	\Windows\System32\Windows.UI.Search.dll	216
0xde01317a14b0	\Windows\System32\SettingsHandlers_nt.dll	216
0xde01317a1640	\Windows\System32\en-US\Windows.Globalization.dll.mui	216
0xde01317a17d0	\Windows\System32\RTMediaFrame.dll	216
0xde01317a1960	\Windows\System32\efswrt.dll	216
0xde01317a1af0	\Windows\System32\PlayToManager.dll	216
0xde01317a1c80	\Windows\System32\Windows.Media.Audio.dll	216
0xde01317a1e10	\Windows\System32\Windows.Internal.ShellCommon.Broker.dll	216
0xde01317a2130	\Windows\System32\en-US\lsm.dll.mui	216
0xde01317a22c0	\$Directory	216
0xde01317a2450	\Windows\System32\wercplsupport.dll	216
0xde01317a2900	\Windows\System32\LogonUI.exe	216
0xde01317a2c20	\Windows\System32\LogonController.dll	216
0xde01317a2db0	\CMNotify	216
0xde01317a30d0	\Windows\SysWOW64\dui70.dll	216
0xde01317a3260	\$Directory	216
0xde01317a33f0	\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\PropMap\CiPT0000.000	216
0xde01317a3580	\Windows\SysWOW64\duser.dll	216
0xde01317a3710	\Windows\System32\IDStore.dll	216
0xde01317a38a0	\Windows\System32\ncuprov.dll	216
0xde01317a3bc0	\Windows\System32\Windows.CloudStore.dll	216
0xde01317a3ee0	\MsFteWds	216
0xde01317a4520	\Windows\SysWOW64\d3d9.dll	216
0xde01317a4840	\Windows\System32\wshom.ocx	216
0xde01317a49d0	\Windows\SysWOW64\avrt.dll	216
0xde01317a4b60	\Windows\System32\taskhostw.exe	216
0xde01317a4e80	\Windows\System32\AppxAllUserStore.dll	216
0xde01317a51a0	\$Directory	216
0xde01317a5330	\CMNotify	216
0xde01317a54c0	\Windows\SysWOW64\atl.dll	216
0xde01317a5650	\Windows\System32\srumapi.dll	216
0xde01317a57e0	\Windows\SysWOW64\mfplat.dll	216
0xde01317a5b00	\Windows\SysWOW64\mfc42.dll	216
0xde01317a5c90	\Windows\SysWOW64\tquery.dll	216
0xde01317a6140	\Windows\SysWOW64\oleacc.dll	216
0xde01317a6910	\Windows\SysWOW64\esent.dll	216
0xde01317a6c30	\Windows\SysWOW64\mfc42u.dll	216
0xde01317a6dc0	\Windows\System32\winrnr.dll	216
0xde01317a7400	\Windows\SysWOW64\mscms.dll	216
0xde01317a7bd0	\Windows\SysWOW64\mfcore.dll	216
0xde01317a7d60	\Windows\System32\WUDFx.dll	216
0xde01317a7ef0	\Windows\System32\WSDApi.dll	216
0xde01317a8210	\Windows\SysWOW64\nlaapi.dll	216
0xde01317a83a0	\Windows\System32\wbem\wbemprox.dll	216
0xde01317a8530	\Windows\System32\mshtml.dll	216
0xde01317a86c0	\Windows\SysWOW64\mfsvr.dll	216
0xde01317a8850	\Windows\SysWOW64\ninput.dll	216
0xde01317a8d00	\Windows\SysWOW64\cryptui.dll	216
0xde01317aa150	\Windows\SysWOW64\Chakra.dll	216
0xde01317aa470	\Windows\SysWOW64\twinapi.dll	216
0xde01317aa600	\Windows\SysWOW64\devobj.dll	216
0xde01317aaab0	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.Search_1.14.7.19041_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat.LOG1	216
0xde01317aac40	\Windows\SysWOW64\devrtl.dll	216
0xde01317aadd0	\Windows\SysWOW64\dsound.dll	216
0xde01317ab120	노ㅺ�￿노ㅺ�￿	0
0xde01317ab410	\Windows\System32\WUDFHost.exe	216
0xde01317ab730	\Windows\SysWOW64\wdigest.dll	216
0xde01317ab8c0	\Windows\SysWOW64\dinput8.dll	216
0xde01317aba50	\Windows\SystemApps\Microsoft.LockApp_cw5n1h2txyewy\LockApp.exe	216
0xde01317abbe0	\$ConvertToNonresident	216
0xde01317ac090	\$Directory	216
0xde01317ac220	\Windows\SoftwareDistribution\DataStore\Logs\edbtmp.log	216
0xde01317ac3b0	\Windows\System32\WinMetadata\Windows.Security.winmd	216
0xde01317ac540	\Windows\System32\ProductEnumerator.dll	216
0xde01317ac6d0	\Windows\System32\en-US\gpsvc.dll.mui	216
0xde01317ad1c0	\Windows\SoftwareDistribution\DataStore\Logs\edb.loglog	216
0xde01317ad350	\Windows\System32\winevt\Logs\Microsoft-Windows-Winlogon%4Operational.evtx	216
0xde01317ad4e0	\$Directory	216
0xde01317ad670	\Windows\System32\duser.dll	216
0xde01317ae480	\Windows\System32\winevt\Logs\Microsoft-Windows-CloudStore%4Operational.evtx	216
0xde01317ae610	\Windows\System32\en-US\dui70.dll.mui	216
0xde01317aeac0	\$ConvertToNonresident	216
0xde01317aec50	\Windows\System32\winevt\Logs\Microsoft-Windows-AppXDeployment%4Operational.evtx	216
0xde01317af100	\CMNotify	216
0xde01317af290	\CMNotify	216
0xde01317af5b0	\Windows\System32\ExecModelClient.dll	216
0xde01317af740	\Windows\System32	216
0xde01317afa60	\Windows\System32\wbem\wbemcore.dll	216
0xde01317afbf0	\Windows\SystemResources\tquery.dll.mun	216
0xde01317afd80	\Windows\System32\wbem\Repository\MAPPING3.MAP	216
0xde01317b00a0	\Windows\System32\en-US\vsstrace.dll.mui	216
0xde01317b0230	\Windows\System32\wbem\Repository\MAPPING2.MAP	216
0xde01317b03c0	\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\SecStore\CiST0000.000	216
0xde01317b0550	\Windows\System32\wbem\wmiutils.dll	216
0xde01317b06e0	\Windows\System32\ncobjapi.dll	216
0xde01317b0870	\Windows\System32\ktmw32.dll	216
0xde01317b0a00	\Windows\System32\wbem\Repository\MAPPING1.MAP	216
0xde01317b0b90	\Windows\System32\wbem\wbemsvc.dll	216
0xde01317b0d20	\Windows\System32\wbem\wbemess.dll	216
0xde01317b11d0	\$ConvertToNonresident	216
0xde01317b1360	\Windows\System32\wbem\Repository\OBJECTS.DATA	216
0xde01317b14f0	\Windows\System32\daxexec.dll	216
0xde01317b1680	\ProgramData\Microsoft\Search\Data\Applications\Windows\edb.jtxjtx	216
0xde01317b1810	\$Directory	216
0xde01317b19a0	\ProgramData\Microsoft\Search\Data\Applications\Windows\tmp.edb	216
0xde01317b1cc0	\Windows\System32\wbem\repdrvfs.dll	216
0xde01317b1e50	\Windows\System32\wbem\Repository\INDEX.BTR	216
0xde01317b2170	\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Machine.srd-shm	216
0xde01317b2300	\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Deployment.srd	216
0xde01317b2490	\CMNotify	216
0xde01317b27b0	\Windows\System32\DataExchange.dll	216
0xde01317b2940	\Windows\System32\Windows.UI.Xaml.Controls.dll	216
0xde01317b2c60	\Windows\System32\en-US\taskhostw.exe.mui	216
0xde01317b3110	\Windows\Panther\UnattendGC\diagwrn.xml	216
0xde01317b32a0	\$Directory	216
0xde01317b35c0	\Windows\System32\Windows.UI.Xaml.Phone.dll	216
0xde01317b3750	\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Deployment.srd-wal	216
0xde01317b3d90	\Windows\System32\Windows.UI.Xaml.Maps.dll	216
0xde01317b40b0	\Windows\System32\en-US\AppXDeploymentServer.dll.mui	216
0xde01317b4240	\Windows\System32\Windows.UI.Xaml.Resources.19h1.dll	216
0xde01317b43d0	\Windows\System32\en-US\KernelBase.dll.mui	216
0xde01317b4d30	\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Deployment.srd-shm	216
0xde01317b4ec0	\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Deployment.srd-wal	216
0xde01317b51e0	\Dev\Query	216
0xde01317b5370	\$Directory	216
0xde01317b5b40	\Dev\Query	216
0xde01317b6630	\$Directory	216
0xde01317b67c0	\$Directory	216
0xde01317b75d0	\CMApi	216
0xde01317b7a80	\Windows\System32	216
0xde01317b7da0	\Windows\System32\oobe\UserOOBE.dll	216
0xde01317b83e0	\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Deployment.srd	216
0xde01317b8890	\Windows\System32\ExplorerFrame.dll	216
0xde01317b8a20	\Windows\System32\twinui.pcshell.dll	216
0xde01317b8d40	\Windows\System32\mssph.dll	216
0xde01317b9510	\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Deployment.srd-wal	216
0xde01317b99c0	\Windows\System32\filemgmt.dll	216
0xde01317b9e70	\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Machine.srd	216
0xde01317ba320	\Windows\System32\OpcServices.dll	216
0xde01317ba7d0	\$Directory	216
0xde01317ba960	\Windows\System32	216
0xde01317bb2c0	\Windows\System32\Windows.Internal.Signals.dll	216
0xde01317bb450	\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Machine.srd-wal	216
0xde01317bb900	\Windows\System32\Speech_OneCore\common\sapi_onecore.dll	216
0xde01317bbc20	\$Directory	216
0xde01317bc8a0	\Windows\System32\en-US\crypt32.dll.mui	216
0xde01317bcbc0	\Windows\System32\AppXDeploymentExtensions.onecore.dll	216
0xde01317bdcf0	\Endpoint	216
0xde01317be1a0	\Windows\System32\en-US\winnlsres.dll.mui	216
0xde01317be330	\Windows\System32\en-US\kernel32.dll.mui	216
0xde01317be650	\Windows\System32\mfplat.dll	216
0xde01317be7e0	\$Directory	216
0xde01317beb00	\Windows\System32\winevt\Logs\Microsoft-Windows-ModernDeployment-Diagnostics-Provider%4Autopilot.evtx	216
0xde01317bec90	\$Directory	216
0xde01317bf5f0	\$Directory	216
0xde01317bf780	\Windows\System32\winevt\Logs\Microsoft-Windows-ModernDeployment-Diagnostics-Provider%4Admin.evtx	216
0xde01317c00e0	\Windows\Fonts\times.ttf	216
0xde01317c0400	\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ClockFlyoutExperience.dll	216
0xde01317c0590	\$Directory	216
0xde01317c0ef0	\Users\hcsc\NTUSER.DAT724a-4f43-9213-736045a40303}.tmp	216
0xde01317c1080	\$Directory	216
0xde01317c1210	\Windows\System32\deviceaccess.dll	216
0xde01317c13a0	\CMNotify	216
0xde01317c19e0	\Windows\System32\XamlTileRender.dll	216
0xde01317c1b70	\$Directory	216
0xde01317c21b0	\$ConvertToNonresident	216
0xde01317c2ca0	\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Machine.srd	216
0xde01319641e0	\Program Files (x86)\Microsoft\EdgeUpdate\1.3.185.27\psmachine.dll	216
0xde0131964370	\Windows\ServiceProfiles\NetworkService\AppData\Local\Microsoft\Windows\DeliveryOptimization\Logs\dosvc.20240326_230311_639.etl	216
0xde0131964500	\$Directory	216
0xde0131964690	\Windows\System32\en-US\dosvc.dll.mui	216
0xde0131964820	\$Directory	216
0xde0131964cd0	\Windows\System32\InputService.dll	216
0xde0131965310	\$Directory	216
0xde01319654a0	\$Directory	216
0xde0131965630	\Windows\System32\en-US\winnlsres.dll.mui	216
0xde0131965950	\$Directory	216
0xde0131965ae0	\Windows\System32\en-US\crypt32.dll.mui	216
0xde0131965c70	\Users\hcsc\AppData\Roaming\Microsoft\Windows\Start Menu\Programs	216
0xde0131965e00	\$ConvertToNonresident	216
0xde0131966120	\ProgramData\Microsoft\EdgeUpdate\Log\MicrosoftEdgeUpdate.log	216
0xde01319662b0	\Windows\SysWOW64\ieframe.dll	216
0xde0131966440	\Users\hcsc\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\Settings\settings.dat	216
0xde01319665d0	\Windows\System32\winevt\Logs\Microsoft-Windows-WER-PayloadHealth%4Operational.evtx	216
0xde0131966760	\Program Files (x86)\Microsoft\EdgeUpdate\1.3.185.27	216
0xde01319668f0	\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe	216
0xde0131966da0	\Windows\SysWOW64\Windows.Security.Authentication.Web.Core.dll	216
0xde01319670c0	\$Directory	216
0xde0131967250	\Endpoint	216
0xde01319673e0	\Windows\System32\wscinterop.dll	216
0xde0131967570	\Windows\SystemResources\Windows.UI.ShellCommon\pris\Windows.UI.ShellCommon.en-US.pri	216
0xde0131967700	\Windows\SysWOW64\srpapi.dll	216
0xde0131967890	\Endpoint	216
0xde0131967a20	\Windows\SysWOW64\jscript9.dll	216
0xde0131967d40	\Windows\SysWOW64\vaultcli.dll	216
0xde0131968380	\Windows\rescache\_merged\369154099\3859861171.pri	216
0xde0131968510	\Windows\WinSxS\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.1110_none_a8625c1886757984	216
0xde01319686a0	\Windows\SysWOW64\en-US\urlmon.dll.mui	216
0xde0131968830	\Windows\System32\en-US\mshtml.dll.mui	216
0xde01319689c0	\Windows\SysWOW64\msimtf.dll	216
0xde0131968b50	\Windows\ServiceProfiles\NetworkService\AppData\Local\Microsoft\Windows\DeliveryOptimization\State\dosvcState.dat.LOG1	216
0xde0131969320	\Windows\System32\en-US\Windows.Security.Authentication.Web.Core.dll.mui	216
0xde01319694b0	\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\resources.pri	216
0xde0131969640	\Endpoint	216
0xde01319697d0	\Windows\ServiceProfiles\NetworkService\AppData\Local\Microsoft\Windows\DeliveryOptimization\State\dosvcState.dat.LOG2	216
0xde0131969960	\Program Files (x86)\Microsoft\EdgeUpdate\Install\{56888A3B-236D-4C45-B20B-784A47C36CE8}\EDGEMITMP_B3766.tmp\setup.exe	216
0xde0131969af0	\Windows\System32\InputLocaleManager.dll	216
0xde0131969c80	\Windows\System32\WMADMOE.DLL	216
0xde0131969e10	\$Directory	216
0xde013196a130	\$PrepareToShrinkFileSize	216
0xde013196a2c0	\Windows\SysWOW64\UIAutomationCore.dll	216
0xde013196a450	\Windows\ServiceProfiles\NetworkService\AppData\Local\Microsoft\Windows\DeliveryOptimization\State\dosvcState.dat	216
0xde013196a900	\$Directory	216
0xde013196aa90	\Windows\System32\Windows.Shell.ServiceHostBuilder.dll	216
0xde013196ac20	\CMNotify	216
0xde013196adb0	\Users\hcsc\AppData\Local\Microsoft\OneDrive\21.220.1024.0005\Telemetry.dll	216
0xde013196b0d0	\Windows\System32\Windows.Devices.Enumeration.dll	216
0xde013196b260	\$Directory	216
0xde013196b3f0	\CMApi	216
0xde013196b580	\$Directory	216
0xde013196b710	\Windows\System32\WwanRadioManager.dll	216
0xde013196b8a0	\Windows\System32\en-US\winnlsres.dll.mui	216
0xde013196ba30	\Windows\System32\AppContracts.dll	216
0xde013196bbc0	\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\pris\resources.en-US.pri	216
0xde013196bd50	\Users\hcsc\AppData\Roaming\Microsoft\Windows\Start Menu\Programs	216
0xde013196c6b0	\Windows\System32\winevt\Logs\Microsoft-Windows-ModernDeployment-Diagnostics-Provider%4Diagnostics.evtx	216
0xde013196c840	\Windows\System32\loadperf.dll	216
0xde013196ccf0	\Users\hcsc\AppData\Local\Microsoft\OneDrive\21.220.1024.0005\vcruntime140.dll	216
0xde013196ce80	\$Directory	216
0xde013196d330	\$Directory	216
0xde013196d4c0	\Windows\Panther\UnattendGC\setuperr.log	216
0xde013196d650	\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApi.CppWinrt.dll	216
0xde013196d7e0	\$Directory	216
0xde013196db00	\Windows\System32\en-US\mswsock.dll.mui	216
0xde013196dc90	\Windows\System32\CBDHSvc.dll	216
0xde013196de20	\wkssvc	216
0xde013196e140	\Windows\System32\en-US\Windows.Web.dll.mui	216
0xde013196e2d0	\$Directory	216
0xde013196e460	\$Directory	216
0xde013196e5f0	\Windows\SysWOW64	216
0xde013196e910	\Windows\System32\pcacli.dll	216
0xde013196eaa0	\Windows\System32\en-US\KernelBase.dll.mui	216
0xde013196ec30	\Windows\System32\en-US\Windows.Web.dll.mui	216
0xde013196f270	\Windows\System32\en-US\crypt32.dll.mui	216
0xde013196f400	\Windows\System32\en-US\ieframe.dll.mui	216
0xde013196f8b0	\Windows\System32\en-US\oleaccrc.dll.mui	216
0xde013196fa40	\Windows\System32\WlanRadioManager.dll	216
0xde013196fbd0	\Windows\System32\C_1256.NLS	216
0xde013196fd60	\$Directory	216
0xde013196fef0	\$Directory	216
0xde0131970210	\Windows	216
0xde01319703a0	\Windows\System32\Windows.Networking.BackgroundTransfer.BackgroundManagerPolicy.dll	216
0xde01319706c0	\Windows\System32\Windows.System.Launcher.dll	216
0xde0131970850	\$Directory	216
0xde0131970b70	\Users\hcsc\AppData\Local\Microsoft\Windows\Explorer\thumbcache_idx.db	216
0xde0131970d00	\Windows\System32\dmenrollengine.dll	216
0xde0131970e90	\Windows\System32\NotificationController.dll	216
0xde01319711b0	\$Directory	216
0xde0131971340	\Program Files (x86)\Microsoft\EdgeUpdate\1.3.185.27	216
0xde01319714d0	\Endpoint	216
0xde01319717f0	\Windows\System32\Windows.Internal.UI.Shell.WindowTabManager.dll	216
0xde0131971980	\Windows\System32\CertEnroll.dll	216
0xde0131971ca0	\Windows\Temp\msedge_installer.log	216
0xde0131972470	\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Machine.srd	216
0xde0131972ab0	\$Directory	216
0xde0131973410	\Windows\System32\wbem\wmiprov.dll	216
0xde01319735a0	\$Directory	216
0xde0131973730	\Endpoint	216
0xde01319738c0	\Windows\System32\jscript9.dll	216
0xde0131973a50	\$Directory	216
0xde0131973be0	\Windows\System32\normidna.nls	216
0xde0131974540	\$Directory	216
0xde01319746d0	\Windows\System32\ApiSetHost.AppExecutionAlias.dll	216
0xde0131974860	\$Directory	216
0xde01319751c0	\Windows\System32\en-US\winlangdb.dll.mui	216
0xde0131975b20	\$Directory	216
0xde0131975e40	\Windows\SystemResources\Winlangdb.dll.mun	216
0xde01319767a0	\$Directory	216
0xde0131976c50	\$Directory	216
0xde0131976de0	\Windows\System32\en-US\lsm.dll.mui	216
0xde01319780a0	\Windows\System32\MitigationConfiguration.dll	216
0xde01319783c0	\Windows\System32\sihost.exe	216
0xde0131978550	\Windows\System32\efsutil.dll	216
0xde01319786e0	\Users\hcsc\AppData\Local\Microsoft\OneDrive\OneDrive.exe	216
0xde0131978870	\Windows\System32\SettingSync.dll	216
0xde0131978a00	\Windows\System32\fhcfg.dll	216
0xde0131978b90	\Users\hcsc\AppData\Local\Microsoft\Windows\Explorer\thumbcache_256.db	216
0xde013197a170	\Windows\System32\cdpusersvc.dll	216
0xde013197a300	\Windows\System32\DesktopShellExt.dll	216
0xde013197a620	\Windows\System32\cdp.dll	216
0xde013197a7b0	\Windows\Fonts\segoeui.ttf	216
0xde013197aad0	\Windows\System32\ClipboardServer.dll	216
0xde013197adf0	\Windows\System32\AppointmentActivation.dll	216
0xde013197b430	\Users\hcsc\AppData\Roaming\Microsoft\Windows\Start Menu	216
0xde013197b5c0	\Windows\System32\ActivationManager.dll	216
0xde013197ba70	\Windows\System32\Faultrep.dll	216
0xde013197bc00	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.1110_none_60b5254171f9507e	216
0xde013197c0b0	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.1110_none_60b5254171f9507e	216
0xde013197c0e0	세㆗�￿세㆗�￿	0
0xde013197c3d0	\$Directory	216
0xde013197c6f0	\Windows\System32\WpnUserService.dll	216
0xde013197c880	\Windows\System32\en-US\KernelBase.dll.mui	216
0xde013197cba0	\$Directory	216
